pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
PMC11473558,38990265,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11473568,37736861,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11474070,39352934,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11474239,39411243,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11474698,39404073,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475131,39404420,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475515,38084053,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475635,39410593,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475677,39410603,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475774,39410607,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11475835,39407323,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11476089,39407224,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11476188,39407312,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11476641,39411638,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11476657,39409133,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11476697,39407319,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11477134,39408835,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11477186,39409112,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11477191,39409080,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11477316,39407856,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11477581,39408069,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11478472,39409338,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11478982,39408386,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11480061,39416665,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11480141,39120787,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11480166,39289289,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11480216,39406789,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11480315,39406928,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11480755,39415892,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11481234,39101248,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11481289,39415092,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11481778,39415269,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11481801,39407328,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11482617,39410641,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11482994,39417126,pmc-fulltext,eligible,yes,no,no,CC BY-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC11482999,39417136,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC11483014,39417134,pmc-fulltext,eligible,yes,no,no,CC BY-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC11483208,38719432,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11483722,39421058,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11484045,39421465,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11484076,39420927,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11484242,39420422,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,opinion,admissible; retrieval-time gates (currency/authority) apply
PMC11484424,39420261,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11484659,39421129,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485063,39219153,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485066,39219209,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485071,39234651,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485073,39254209,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485075,39258756,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485078,39115912,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485081,39263969,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485082,39175391,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485083,39254359,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485085,39234647,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485087,39115897,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485262,38965435,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485292,39140368,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485294,39034810,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485304,39193657,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485306,39140601,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485308,39262197,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485313,39240048,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485315,39132849,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485319,39129223,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485322,39108002,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485326,39193664,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485391,39136045,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485393,39229896,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485394,39140361,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485396,39239893,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485397,39206795,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485398,39239892,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485399,39192661,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485401,39138886,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485405,39177111,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485406,39177108,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485409,39077997,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485412,39140387,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485413,39140398,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485416,39258539,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485555,39149970,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11485767,39099195,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11485985,39421020,pmc-fulltext,eligible,yes,no,yes,CC BY,open,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11486567,38801651,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11486573,39067864,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11486605,39291413,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11486617,39431268,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11487103,39101555,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11487119,39429696,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11487145,39420210,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11487638,38470125,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11487750,39429245,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11487811,39419626,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11487818,39430787,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11488076,39419624,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11488106,39431020,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488108,39431022,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488234,39420304,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488262,39375405,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11488361,39425117,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488598,38842037,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488610,38606661,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488611,38864501,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11488612,37097074,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488616,36579663,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11488640,36700514,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11489044,39366251,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11489240,38748348,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11489248,38976044,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11489282,38639874,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11489318,38639550,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11489321,38639110,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript;opinion,admissible; retrieval-time gates (currency/authority) apply
PMC11489461,39424626,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11489560,39205389,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11489628,39431234,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11489796,39365656,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11489926,39430972,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11490022,39425199,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11490031,39427221,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11490051,39427171,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11490118,39427210,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11490550,39427050,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11490654,39429811,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11490797,39430614,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11490941,39431281,pmc-fulltext,eligible,yes,no,yes,CC BY,open,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC11490987,39430697,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC11491299,39428566,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11491395,39435008,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC11491702,39434871,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
