pmcid,pmid,canonical_date,canonical_date_precision,canonical_date_type,date_source,recovered_month,recovered_month_source,split_june_2024
PMC9222573,35742220,2022-06-07,day,,pubmed,,,pre
PMC9222868,35741724,2022-05-27,day,,pubmed,,,pre
PMC9223056,35735766,2022-06-05,day,,pubmed,,,pre
PMC9223065,35742163,2022-06-15,day,,pubmed,,,pre
PMC9223587,35742814,2022-06-07,day,,pubmed,,,pre
PMC9224167,35742960,2022-06-10,day,,pubmed,,,pre
PMC9224395,35743035,2022-06-13,day,,pubmed,,,pre
PMC9224468,35742594,2022-06-15,day,,pubmed,,,pre
PMC9224873,35743503,2022-06-15,day,,pubmed,,,pre
PMC9225293,35743720,2022-06-06,day,,pubmed,,,pre
PMC9226207,35737201,2022-06-23,day,,pubmed,,,pre
PMC9226274,36281683,2022,year,,pubmed,,,pre
PMC9226394,35754966,2022,year,,pubmed,,,pre
PMC9226637,35754959,2022,year,,pubmed,,,pre
PMC9226849,35484991,2022-06,month,,pubmed,,,pre
PMC9226943,35732396,2022-06-22,day,,pubmed,,,pre
PMC9226997,35737389,2022-06-01,day,,pubmed,,,pre
PMC9227006,35737388,2022-06-01,day,,pubmed,,,pre
PMC9227459,35745002,2022-06-17,day,,pubmed,,,pre
PMC9228481,34310015,2022-02,month,,pubmed,,,pre
PMC9228826,35745842,2022-06-15,day,,pubmed,,,pre
PMC9229545,35745194,2022-06-14,day,,pubmed,,,pre
PMC9230608,35745215,2022-06-15,day,,pubmed,,,pre
PMC9230850,35746389,2022-06-18,day,,pubmed,,,pre
PMC9231318,35745043,2022-06-18,day,,pubmed,,,pre
PMC9233025,35526325,2022-08,month,,pubmed,,,pre
PMC9233108,35373386,2022-07,month,,pubmed,,,pre
PMC9233144,35471588,2022-07,month,,pubmed,,,pre
PMC9233180,34644221,2022-04,month,,pubmed,,,pre
PMC9233365,35751017,2022-06-24,day,,pubmed,,,pre
PMC9233396,35752783,2022-06-25,day,,pubmed,,,pre
PMC9234124,35769473,2022,year,,pubmed,,,pre
PMC9234327,35769604,2022,year,,pubmed,,,pre
PMC9234418,33781990,2022-07,month,,pubmed,,,pre
PMC9234801,35750461,2022-06-24,day,,pubmed,,,pre
PMC9234822,34879329,2022-02,month,,pubmed,,,pre
PMC9235162,35761180,2022-06-27,day,,pubmed,,,pre
PMC9235237,35761337,2022-06-27,day,,pubmed,,,pre
PMC9236636,35774720,2022-05,month,,pubmed,,,pre
PMC9236681,35774699,2022-05,month,,pubmed,,,pre
PMC9236826,35769517,2022,year,,pubmed,,,pre
PMC9237212,35774112,2022,year,,pubmed,,,pre
PMC9237299,35783452,2022,year,,pubmed,,,pre
PMC9237535,35774499,2022,year,,pubmed,,,pre
PMC9237800,35759276,2022-08-01,day,,pubmed,,,pre
PMC9238219,35764920,2022-06-28,day,,pubmed,,,pre
PMC9239635,35777054,2022-07-01,day,,pubmed,,,pre
PMC9239942,33638766,2022-08,month,,pubmed,,,pre
PMC9240109,34964596,2022-11-18,day,,pubmed,,,pre
PMC9240954,35700020,2022-06-14,day,,pubmed,,,pre
PMC9241060,35781926,2022-09,month,,pubmed,,,pre
PMC9241138,35764028,2022,year,,pubmed,,,pre
PMC9241248,35764973,2022-06-28,day,,pubmed,,,pre
PMC9241285,35768831,2022-06-29,day,,pubmed,,,pre
PMC9241420,35799503,2023-01,month,,pubmed,,,pre
PMC9243110,35768560,2022-06-29,day,,pubmed,,,pre
PMC9243244,35783553,2022-05,month,,pubmed,,,pre
PMC9243310,35785342,2022,year,,pubmed,,,pre
PMC9243383,35784855,2022,year,,pubmed,,,pre
PMC9243422,35782450,2022,year,,pubmed,,,pre
PMC9243557,35782864,2022,year,,pubmed,,,pre
PMC9243636,35783135,2022,year,,pubmed,,,pre
PMC9243764,35785337,2022,year,,pubmed,,,pre
PMC9243829,35750991,2022-06-24,day,,pubmed,,,pre
PMC9244055,35752747,2023-06,month,,pubmed,,,pre
PMC9244663,35768110,2022-06-29,day,,pubmed,,,pre
PMC9244797,35783138,2022,year,,pubmed,,,pre
PMC9245124,35761460,2022-07-01,day,,pubmed,,,pre
PMC9245224,35768838,2022-06-29,day,,pubmed,,,pre
PMC9245236,35773707,2022-06-30,day,,pubmed,,,pre
PMC9245287,35773643,2022-06-30,day,,pubmed,,,pre
PMC9246122,35771851,2022,year,,pubmed,,,pre
PMC9246213,35771887,2022,year,,pubmed,,,pre
PMC9246709,35088842,2022-06-30,day,,pubmed,,,pre
PMC9246710,35262667,2022-06-30,day,,pubmed,,,pre
PMC9246779,35538266,2022-07,month,,pubmed,,,pre
PMC9246809,35501533,2022-07,month,,pubmed,,,pre
PMC9246875,35502662,2022-07,month,,pubmed,,,pre
PMC9247395,35784847,2022,year,,pubmed,,,pre
PMC9247505,35783130,2022,year,,pubmed,,,pre
PMC9247738,35771577,2022-06-01,day,,pubmed,,,pre
PMC9248302,35426973,2022-08-01,day,,pubmed,,,pre
PMC9248306,35373881,2022-08-01,day,,pubmed,,,pre
PMC9249070,35776673,2022-07-01,day,,pubmed,,,pre
PMC9249435,35783137,2022,year,,pubmed,,,pre
PMC9249966,34310035,2022-04,month,,pubmed,,,pre
PMC9250470,35199225,2022-07,month,,pubmed,,,pre
PMC9250490,35226120,2022-07,month,,pubmed,,,pre
PMC9250537,34978129,2022-10,month,,pubmed,,,pre
PMC9250542,35067420,2022-08,month,,pubmed,,,pre
PMC9250549,34978149,2022-10,month,,pubmed,,,pre
PMC9251457,35950148,2022,year,,pubmed,,,pre
PMC9251580,35795235,2022,year,,pubmed,,,pre
PMC9251940,35787292,2022-07-04,day,,pubmed,,,pre
PMC9252062,35787256,2022-07-04,day,,pubmed,,,pre
PMC9252202,35777882,2022-07-01,day,,pubmed,,,pre
PMC9252580,35794867,2022,year,,pubmed,,,pre
PMC9252849,35795239,2022,year,,pubmed,,,pre
PMC9253500,35821750,2022-06-29,day,,pubmed,,,pre
PMC9253779,35506354,2022-08,month,,pubmed,,,pre
PMC9253795,34448373,2022-07,month,,pubmed,,,pre
PMC9253821,35800946,2022,year,,pubmed,,,pre
PMC9254429,35787306,2022-07-04,day,,pubmed,,,pre
PMC9255380,35511193,2022-06-30,day,,pubmed,,,pre
PMC9255723,35789335,2022,year,,pubmed,,,pre
PMC9256333,35799671,2022,year,,pubmed,,,pre
PMC9256343,35800696,2022,year,,pubmed,,,pre
PMC9256777,35182282,2022-08,month,,pubmed,,,pre
PMC9257241,35811734,2022,year,,pubmed,,,pre
PMC9257670,35800899,2022,year,,pubmed,,,pre
PMC9257682,35789365,2022-08-01,day,,pubmed,,,pre
PMC9257827,35813961,2022,year,,pubmed,,,pre
PMC9258584,35536181,2022-07-06,day,,pubmed,,,pre
PMC9259063,35814027,2022,year,,pubmed,,,pre
PMC9259271,35814547,2022,year,,pubmed,,,pre
PMC9259302,34707050,2022-06-01,day,,pubmed,,,pre
PMC9259455,35870344,2022-08,month,,pubmed,,,pre
PMC9259669,35794106,2022-07-06,day,,pubmed,,,pre
PMC9260142,35813596,2022,year,,pubmed,,,pre
PMC9260304,35813878,2022,year,,pubmed,,,pre
PMC9260522,35731558,2022-06-22,day,,pubmed,,,pre
PMC9261008,35799292,2022-07-07,day,,pubmed,,,pre
PMC9261217,35799294,2022-07-07,day,,pubmed,,,pre
PMC9261482,35813963,2022,year,,pubmed,,,pre
PMC9261733,35821672,2022,year,,pubmed,,,pre
PMC9262446,35796268,2022-07,month,,pubmed,,,pre
PMC9262460,35796265,2022-07,month,,pubmed,,,pre
PMC9262461,35796269,2022-07,month,,pubmed,,,pre
PMC9262578,35812247,2022,year,,pubmed,,,pre
PMC9262920,35798934,2022-07-07,day,,pubmed,,,pre
PMC9263122,35812082,2022,year,,pubmed,,,pre
PMC9263176,35798763,2022-07-07,day,,pubmed,,,pre
PMC9263380,35813964,2022,year,,pubmed,,,pre
PMC9263439,35813948,2022,year,,pubmed,,,pre
PMC9263888,35813880,2022,year,,pubmed,,,pre
PMC9264340,34918867,2022-10,month,,pubmed,,,pre
PMC9264371,35814361,2022-04,month,,pubmed,,,pre
PMC9264551,35799215,2022-07-07,day,,pubmed,,,pre
PMC9264665,35804428,2022-07-08,day,,pubmed,,,pre
PMC9265813,35805421,2022-06-24,day,,pubmed,,,pre
PMC9266143,35805174,2022-06-30,day,,pubmed,,,pre
PMC9266267,35805286,2022-06-22,day,,pubmed,,,pre
PMC9266270,35805289,2022-06-22,day,,pubmed,,,pre
PMC9266332,35805926,2022-06-22,day,,pubmed,,,pre
PMC9266739,35806110,2022-06-26,day,,pubmed,,,pre
PMC9266883,35806324,2022-06-30,day,,pubmed,,,pre
PMC9266894,35805894,2022-06-21,day,,pubmed,,,pre
PMC9266977,35806226,2022-06-29,day,,pubmed,,,pre
PMC9267221,35806940,2022-06-24,day,,pubmed,,,pre
PMC9267896,35807192,2022-07-05,day,,pubmed,,,pre
PMC9268103,35807499,2022-07-01,day,,pubmed,,,pre
PMC9268772,35807939,2022-07-03,day,,pubmed,,,pre
PMC9268955,35466940,2022,year,,pubmed,,,pre
PMC9269742,35802628,2022,year,,pubmed,,,pre
PMC9270637,35846158,2022,year,,pubmed,,,pre
PMC9270640,35846160,2022,year,,pubmed,,,pre
PMC9270662,35845263,2022,year,,pubmed,,,pre
PMC9271322,34713772,2023-01,month,,pubmed,,,pre
PMC9271592,35283324,2022-07,month,,pubmed,,,pre
PMC9271605,35667639,2022-09,month,,pubmed,,,pre
PMC9271832,35832924,2022,year,,pubmed,,,pre
PMC9272064,35822102,2022,year,,pubmed,,,pre
PMC9272273,35373837,2022-07-11,day,,pubmed,,,pre
PMC9273422,35832401,2022,year,,pubmed,,,pre
PMC9273623,35817836,2022-07-11,day,,pubmed,,,pre
PMC9274351,35844276,2022-07,month,,pubmed,,,pre
PMC9276146,35550457,2022-05-06,day,,pubmed,,,pre
PMC9276164,35758351,2022-06-24,day,,pubmed,,,pre
PMC9276682,35821249,2022-07-12,day,,pubmed,,,pre
PMC9277665,35491778,2022,year,,pubmed,,,pre
PMC9277667,30584145,2022-05-03,day,pub,jats:pub,,,pre
PMC9277669,35570493,2022,year,,pubmed,,,pre
PMC9277672,35491795,2022,year,,pubmed,,,pre
PMC9277676,35891638,2022,year,,pubmed,,,pre
PMC9277678,32508326,2022,year,,pubmed,,,pre
PMC9277684,35491777,2022,year,,pubmed,,,pre
PMC9277685,35570482,2022,year,,pubmed,,,pre
PMC9277686,35491783,2022,year,,pubmed,,,pre
PMC9277689,35491794,2022,year,,pubmed,,,pre
PMC9277692,35570494,2022,year,,pubmed,,,pre
PMC9277909,35831848,2022-07-13,day,,pubmed,,,pre
PMC9277922,35821150,2022-07-11,day,,pubmed,,,pre
PMC9278215,35803591,2022-10-06,day,,pubmed,,,pre
PMC9278567,35672957,2022-07,month,,pubmed,,,pre
PMC9278576,35244333,2022-07,month,,pubmed,,,pre
PMC9278752,35830443,2022,year,,pubmed,,,pre
PMC9278953,35727131,2022-06-21,day,,pubmed,,,pre
PMC9279031,35845570,2022,year,,pubmed,,,pre
PMC9279126,35844216,2022,year,,pubmed,,,pre
PMC9279127,35847670,2022,year,,pubmed,,,pre
PMC9279192,35217900,2022-08,month,,pubmed,,,pre
PMC9279221,34427746,2022-08,month,,pubmed,,,pre
PMC9279402,35831445,2022-07-13,day,,pubmed,,,pre
PMC9279742,35379698,2022-07,month,,pubmed,,,pre
PMC9280183,35844883,2022,year,,pubmed,,,pre
PMC9280636,35844226,2022,year,,pubmed,,,pre
PMC9280980,35847663,2022,year,,pubmed,,,pre
PMC9280990,35847667,2022,year,,pubmed,,,pre
PMC9281088,35836284,2022-07-14,day,,pubmed,,,pre
PMC9281113,35836190,2022-07-14,day,,pubmed,,,pre
PMC9281346,35836238,2022-07-14,day,,pubmed,,,pre
PMC9281365,35846156,2022,year,,pubmed,,,pre
PMC9282768,35855146,2022,year,,pubmed,,,pre
PMC9282808,35817583,2022-04-07,day,,pubmed,,,pre
PMC9282847,35730144,2022-07,month,,pubmed,,,pre
PMC9283135,35441928,2022-08,month,,pubmed,,,pre
PMC9283208,35278158,2022-08,month,,pubmed,,,pre
PMC9283986,35847683,2022,year,,pubmed,,,pre
PMC9284003,35846684,2022,year,,pubmed,,,pre
PMC9284222,35844576,2022,year,,pubmed,,,pre
PMC9284373,35844770,2022-09,month,,pubmed,,,pre
PMC9284684,35836122,2022-07-14,day,,pubmed,,,pre
PMC9284793,35836232,2022-07-14,day,,pubmed,,,pre
PMC9285013,35846663,2022,year,,pubmed,,,pre
PMC9285435,35587913,2022-06,month,,pubmed,,,pre
PMC9285501,34382343,2021-11,month,,pubmed,,,pre
PMC9286245,35847902,2022,year,,pubmed,,,pre
PMC9286327,35860792,2022,year,,pubmed,,,pre
PMC9286493,35844252,2022,year,,pubmed,,,pre
PMC9286710,35543003,2022,year,,pubmed,,,pre
PMC9286816,35213057,2022-04,month,,pubmed,,,pre
PMC9287862,35841038,2022-07-15,day,,pubmed,,,pre
PMC9287885,35840911,2022-07-15,day,,pubmed,,,pre
PMC9288016,35841015,2022-07-15,day,,pubmed,,,pre
PMC9288483,35842477,2022-07-16,day,,pubmed,,,pre
PMC9288560,35034675,2022-04,month,,pubmed,,,pre
PMC9288738,35611842,2022-08,month,,pubmed,,,pre
PMC9288978,35471691,2022-06,month,,pubmed,,,pre
PMC9289075,35040695,2022,year,,pubmed,,,pre
PMC9289078,35041795,2022-09,month,,pubmed,,,pre
PMC9289357,35850660,2022-07-18,day,,pubmed,,,pre
PMC9289474,35860697,2022,year,,pubmed,,,pre
PMC9289513,35860302,2022,year,,pubmed,,,pre
PMC9290036,34386999,2022-01,month,,pubmed,,,pre
PMC9290131,34532963,2022-03,month,,pubmed,,,pre
PMC9290248,35850915,2022-07-18,day,,pubmed,,,pre
PMC9290633,34310061,2022-06,month,,pubmed,,,pre
PMC9290643,34057813,2022-01,month,,pubmed,,,pre
PMC9290822,34435395,2021-10,month,,pubmed,,,pre
PMC9291195,34374496,2022-02,month,,pubmed,,,pre
PMC9291376,35855480,2022,year,,pubmed,,,pre
PMC9291493,34378237,2021-12,month,,pubmed,,,pre
PMC9291865,34151536,2022-02,month,,pubmed,,,pre
PMC9291881,34151486,2022-03,month,,pubmed,,,pre
PMC9291910,34279043,2021-09,month,,pubmed,,,pre
PMC9292254,34322985,2022-03,month,,pubmed,,,pre
PMC9292260,34132461,2021-10,month,,pubmed,,,pre
PMC9292367,34032364,2022-01,month,,pubmed,,,pre
PMC9292414,34533239,2022-01,month,,pubmed,,,pre
PMC9292816,33778998,2021-09,month,,pubmed,,,pre
PMC9292841,34564897,2022-01,month,,pubmed,,,pre
PMC9292866,34622557,2022-01,month,,pubmed,,,pre
PMC9292954,34515411,2022-06,month,,pubmed,,,pre
PMC9293025,34402107,2022-02,month,,pubmed,,,pre
PMC9293166,34655092,2022-03,month,,pubmed,,,pre
PMC9293429,34647353,2021-12,month,,pubmed,,,pre
PMC9293607,35299291,2022-07,month,,pubmed,,,pre
PMC9293621,35570004,2022-07,month,,pubmed,,,pre
PMC9293827,35347453,2022-08,month,,pubmed,,,pre
PMC9293849,35288777,2022-08,month,,pubmed,,,pre
PMC9293911,35851379,2022-07-18,day,,pubmed,,,pre
PMC9294013,35307754,2022-08,month,,pubmed,,,pre
PMC9294019,35279756,2022-08,month,,pubmed,,,pre
PMC9294063,35063398,2022-10,month,,pubmed,,,pre
PMC9294209,35865187,2022,year,,pubmed,,,pre
PMC9294301,35460147,2022-08-15,day,,pubmed,,,pre
PMC9294318,35865748,2022,year,,pubmed,,,pre
PMC9295028,35659387,2022-07,month,,pubmed,,,pre
PMC9295049,33616173,2022-07-18,day,,pubmed,,,pre
PMC9295093,35854347,2022-07-19,day,,pubmed,,,pre
PMC9295361,35854388,2022-07-19,day,,pubmed,,,pre
PMC9296062,35864990,2022,year,,pubmed,,,pre
PMC9296119,35854296,2022-07-19,day,,pubmed,,,pre
PMC9296476,35853847,2022-07-19,day,,pubmed,,,pre
PMC9296696,35049119,2022-11,month,,pubmed,,,pre
PMC9296774,35873459,2022,year,,pubmed,,,pre
PMC9296826,35873785,2022,year,,pubmed,,,pre
PMC9297233,34156939,2022-10,month,,pubmed,,,pre
PMC9297381,35874428,2022,year,,pubmed,,,pre
PMC9298060,34524687,2022-03,month,,pubmed,,,pre
PMC9298168,35858858,2022-07-20,day,,pubmed,,,pre
PMC9298196,34661375,2022-06,month,,pubmed,,,pre
PMC9298272,34734461,2022-04,month,,pubmed,,,pre
PMC9298556,35874151,2022,year,,pubmed,,,pre
PMC9298744,35873806,2022,year,,pubmed,,,pre
PMC9299333,35857782,2022,year,,pubmed,,,pre
PMC9299717,34775667,2022-03,month,,pubmed,,,pre
PMC9299993,34904753,2022-08,month,,pubmed,,,pre
PMC9300492,35624396,2022-08,month,,pubmed,,,pre
PMC9300700,35859075,2022-07-20,day,,pubmed,,,pre
PMC9301040,35875796,2022,year,,pubmed,,,pre
PMC9301163,33855860,2022-09,month,,pubmed,,,pre
PMC9301241,35875036,2022,year,,pubmed,,,pre
PMC9301460,35873235,2022,year,,pubmed,,,pre
PMC9301803,38687683,2022-07-19,day,,pubmed,,,pre
PMC9302233,35873814,2022,year,,pubmed,,,pre
PMC9302307,35866779,2022-07-22,day,,pubmed,,,pre
PMC9302739,35862400,2022,year,,pubmed,,,pre
PMC9302815,35862387,2022,year,,pubmed,,,pre
PMC9302933,35450967,2022-07-19,day,,pubmed,,,pre
PMC9302936,35483895,2022-07-19,day,,pubmed,,,pre
PMC9304062,35798937,2022-08,month,,pubmed,,,pre
PMC9304115,35606105,2022-05-23,day,,pubmed,,,pre
PMC9304603,35863293,2022-08,month,,pubmed,,,pre
PMC9305067,35873477,2022,year,,pubmed,,,pre
PMC9305229,34927275,2022-04,month,,pubmed,,,pre
PMC9306106,35869559,2022-07-22,day,,pubmed,,,pre
PMC9306517,35147272,2022-06,month,,pubmed,,,pre
PMC9306607,34994494,2022-02,month,,pubmed,,,pre
PMC9306650,35133003,2022-04,month,,pubmed,,,pre
PMC9306706,35128725,2022-03,month,,pubmed,,,pre
PMC9306739,35037719,2022-04,month,,pubmed,,,pre
PMC9306945,35187789,2022-04,month,,pubmed,,,pre
PMC9307372,35872945,2022,year,,pubmed,,,pre
PMC9307942,35880206,2022,year,,pubmed,,,pre
PMC9308281,35870969,2022-07-23,day,,pubmed,,,pre
PMC9308604,35389071,2022-08,month,,pubmed,,,pre
PMC9308626,35211780,2022-08,month,,pubmed,,,pre
PMC9308637,35396151,2022-09,month,,pubmed,,,pre
PMC9308692,35384128,2022-07,month,,pubmed,,,pre
PMC9308719,35786312,2022-03,month,,pubmed,,,pre
PMC9308759,35531707,2022-07,month,,pubmed,,,pre
PMC9308927,35870889,2022-07-23,day,,pubmed,,,pre
PMC9309007,35898519,2022,year,,pubmed,,,pre
PMC9309008,35898521,2022,year,,pubmed,,,pre
PMC9309388,35899262,2022,year,,pubmed,,,pre
PMC9309434,35899035,2022,year,,pubmed,,,pre
PMC9309471,35898324,2022,year,,pubmed,,,pre
PMC9309557,35898322,2022,year,,pubmed,,,pre
PMC9309569,35898323,2022,year,,pubmed,,,pre
PMC9309796,35898959,2022,year,,pubmed,,,pre
PMC9310397,35879785,2022-07-25,day,,pubmed,,,pre
PMC9310423,35879736,2022-07-25,day,,pubmed,,,pre
PMC9310440,35898328,2022,year,,pubmed,,,pre
PMC9310711,35288978,2022-06,month,,pubmed,,,pre
PMC9310907,35278006,2022-04,month,,pubmed,,,pre
PMC9311677,35302677,2022-04,month,,pubmed,,,pre
PMC9311732,35266140,2022-05,month,,pubmed,,,pre
PMC9311747,35883844,2022-07-12,day,,pubmed,,,pre
PMC9312957,35883430,2022-06-23,day,,pubmed,,,pre
PMC9312991,35884800,2022-06-24,day,,pubmed,,,pre
PMC9313078,35884729,2022-07-14,day,,pubmed,,,pre
PMC9313182,35885064,2022-07-21,day,,pubmed,,,pre
PMC9313191,35885007,2022-07-14,day,,pubmed,,,pre
PMC9313310,35883556,2022-07-18,day,,pubmed,,,pre
PMC9313367,35885018,2022-07-15,day,,pubmed,,,pre
PMC9313460,35884649,2022-06-28,day,,pubmed,,,pre
PMC9313867,35100444,2022-04,month,,pubmed,,,pre
PMC9314345,35879380,2022-07-25,day,,pubmed,,,pre
PMC9314594,35253919,2022-07,month,,pubmed,,,pre
PMC9314660,35285537,2022-05,month,,pubmed,,,pre
PMC9314988,35274408,2022-04,month,,pubmed,,,pre
PMC9315242,35903111,2022,year,,pubmed,,,pre
PMC9315355,35903535,2022,year,,pubmed,,,pre
PMC9316413,35794479,2022-07,month,,pubmed,,,pre
PMC9316974,35888023,2022-06-22,day,,pubmed,,,pre
PMC9317170,34289074,2022-07-26,day,,pubmed,,,pre
PMC9318582,35888671,2022-07-19,day,,pubmed,,,pre
PMC9318632,35888606,2022-07-01,day,,pubmed,,,pre
PMC9318764,35887259,2022-07-18,day,,pubmed,,,pre
PMC9318866,35885437,2022-06-23,day,,pubmed,,,pre
PMC9318926,35888188,2022-07-21,day,,pubmed,,,pre
PMC9318990,35891090,2022-07-20,day,,pubmed,,,pre
PMC9319659,35885771,2022-07-04,day,,pubmed,,,pre
PMC9319930,35889425,2022-07-17,day,,pubmed,,,pre
PMC9320284,35888625,2022-07-07,day,,pubmed,,,pre
PMC9320876,35885757,2022-06-30,day,,pubmed,,,pre
PMC9320938,35524704,2022-06,month,,pubmed,,,pre
PMC9321014,35218208,2022-06,month,,pubmed,,,pre
PMC9321249,35886711,2022-07-21,day,,pubmed,,,pre
PMC9321359,35886406,2022-07-13,day,,pubmed,,,pre
PMC9321690,35388536,2022-05,month,,pubmed,,,pre
PMC9321884,35428992,2022-06,month,,pubmed,,,pre
PMC9322488,35887215,2022-07-17,day,,pubmed,,,pre
PMC9322820,35910667,2022,year,,pubmed,,,pre
PMC9322829,35910672,2022,year,,pubmed,,,pre
PMC9323428,35574920,2022-06,month,,pubmed,,,pre
PMC9323676,35888037,2022-06-23,day,,pubmed,,,pre
PMC9324749,35883667,2022-07-17,day,,pubmed,,,pre
PMC9324834,35393705,2022-05,month,,pubmed,,,pre
PMC9324962,35885671,2022-07-21,day,,pubmed,,,pre
PMC9325232,35885741,2022-06-29,day,,pubmed,,,pre
PMC9325369,35577347,2022-07,month,,pubmed,,,pre
PMC9325434,35460299,2022-05,month,,pubmed,,,pre
PMC9325925,35084879,2023-03,month,,pubmed,,,pre
PMC9325942,35882684,2022-07-26,day,,pubmed,,,pre
PMC9326072,35910927,2022,year,,pubmed,,,pre
PMC9326726,35893319,2022-07-05,day,,pubmed,,,pre
PMC9327092,35569425,2022,year,,pubmed,,,pre
PMC9327152,35897033,2022-07-27,day,,pubmed,,,pre
PMC9327167,35897078,2022-07-27,day,,pubmed,,,pre
PMC9327507,35702994,2022-07,month,,pubmed,,,pre
PMC9327617,35911597,2022,year,,pubmed,,,pre
PMC9327725,35719039,2022-07,month,,pubmed,,,pre
PMC9328081,35879001,2022-07-25,day,,pubmed,,,pre
PMC9328099,35879012,2022-07-25,day,,pubmed,,,pre
PMC9328497,35895623,2022,year,,pubmed,,,pre
PMC9328993,35909868,2022,year,,pubmed,,,pre
PMC9329215,35593028,2022-08,month,,pubmed,,,pre
PMC9329262,35618838,2022-07,month,,pubmed,,,pre
PMC9329272,35667615,2022-09,month,,pubmed,,,pre
PMC9329580,35911892,2022,year,,pubmed,,,pre
PMC9329945,35912080,2022,year,,pubmed,,,pre
PMC9330199,35910452,2022,year,,pubmed,,,pre
PMC9330329,35879008,2022-07-25,day,,pubmed,,,pre
PMC9330526,35910789,2022,year,,pubmed,,,pre
PMC9330613,35892507,2022-07-25,day,,pubmed,,,pre
PMC9330777,35893788,2022-07-22,day,,pubmed,,,pre
PMC9331743,35892461,2022-07-25,day,,pubmed,,,pre
PMC9331765,35897658,2022-07-22,day,,pubmed,,,pre
PMC9332262,35892431,2022-07-26,day,,pubmed,,,pre
PMC9332601,35893045,2022-07-22,day,,pubmed,,,pre
PMC9333517,35905220,2022-07-29,day,,pubmed,,,pre
PMC9334636,35902554,2022-07-28,day,,pubmed,,,pre
PMC9334881,35975126,2022-01-01,day,,pubmed,,,pre
PMC9335126,35909451,2022,year,,pubmed,,,pre
PMC9335195,35912082,2022,year,,pubmed,,,pre
PMC9336059,35902793,2022-07-28,day,,pubmed,,,pre
PMC9336588,35912134,2022,year,,pubmed,,,pre
PMC9338180,35778542,2022-09,month,,pubmed,,,pre
PMC9338185,35718854,2022-09,month,,pubmed,,,pre
PMC9338189,35513767,2022-09,month,,pubmed,,,pre
PMC9338197,35648383,2022-09,month,,pubmed,,,pre
PMC9338434,35915596,2022,year,,pubmed,,,pre
PMC9338575,35907829,2022-07-30,day,,pubmed,,,pre
PMC9339583,35102726,2022-11,month,,pubmed,,,pre
PMC9339586,35103388,2022-11,month,,pubmed,,,pre
PMC9339594,35103400,2022-11,month,,pubmed,,,pre
PMC9339621,35923552,2022,year,,pubmed,,,pre
PMC9339652,35923551,2022,year,,pubmed,,,pre
PMC9339952,35923541,2022,year,,pubmed,,,pre
PMC9339963,35923549,2022,year,,pubmed,,,pre
PMC9340628,35581146,2022-08-01,day,,pubmed,,,pre
PMC9340683,35915506,2022-08-01,day,,pubmed,,,pre
PMC9341294,35923682,2022,year,,pubmed,,,pre
PMC9343946,35928996,2022,year,,pubmed,,,pre
PMC9344647,35915443,2022-08-01,day,,pubmed,,,pre
PMC9344659,35918656,2022-08-02,day,,pubmed,,,pre
PMC9344717,35918757,2022-08-02,day,,pubmed,,,pre
PMC9345058,35849430,2022-07-18,day,,pubmed,,,pre
PMC9346244,35937485,2022-08,month,,pubmed,,,pre
PMC9346354,35950198,2022-08,month,,pubmed,,,pre
PMC9347042,35928737,2022-05,month,,pubmed,,,pre
PMC9347083,35922851,2022-08-03,day,,pubmed,,,pre
PMC9347121,35922871,2022-08-03,day,,pubmed,,,pre
PMC9349220,35922457,2022-08-03,day,,pubmed,,,pre
PMC9350547,35937049,2022,year,,pubmed,,,pre
PMC9350818,35857375,2022-07-20,day,,pubmed,,,pre
PMC9350851,35921104,2022-09-01,day,,pubmed,,,pre
PMC9351129,35927646,2022-08-04,day,,pubmed,,,pre
PMC9351425,35482203,2022,year,,pubmed,,,pre
PMC9351724,34749169,2022-01,month,,pubmed,,,pre
PMC9351842,35945729,2022-08-05,day,,pubmed,,,pre
PMC9351853,35945786,2022-08-05,day,,pubmed,,,pre
PMC9351875,35945720,2022-08-05,day,,pubmed,,,pre
PMC9351895,35945795,2022-08-05,day,,pubmed,,,pre
PMC9351939,35945739,2022-08-05,day,,pubmed,,,pre
PMC9352240,35936779,2022,year,,pubmed,,,pre
PMC9352619,35661963,2022-08,month,,pubmed,,,pre
PMC9352716,35927285,2022-08-04,day,,pubmed,,,pre
PMC9353024,35937073,2022,year,,pubmed,,,pre
PMC9353523,35937865,2022,year,,pubmed,,,pre
PMC9353936,35936773,2022,year,,pubmed,,,pre
PMC9353960,35913462,2022-08,month,,pubmed,,,pre
PMC9354045,35935417,2022,year,,pubmed,,,pre
PMC9354296,35932032,2022-08-05,day,,pubmed,,,pre
PMC9354304,35932060,2022-08-05,day,,pubmed,,,pre
PMC9354423,35932034,2022-08-05,day,,pubmed,,,pre
PMC9354544,35936777,2022,year,,pubmed,,,pre
PMC9354601,35937882,2022,year,,pubmed,,,pre
PMC9354652,35731677,2022-07-01,day,,pubmed,,,pre
PMC9354989,35936764,2022,year,,pubmed,,,pre
PMC9355171,34668254,2021-11,month,,pubmed,,,pre
PMC9355732,35936765,2022,year,,pubmed,,,pre
PMC9355954,35931796,2022-08-05,day,,pubmed,,,pre
PMC9356311,35930281,2022-08-01,day,,pubmed,,,pre
PMC9356319,35930282,2022-08-01,day,,pubmed,,,pre
